utc_time,pst_time,unix_time,temp,temp_flg,cond,cond_flg,sal,sal_flg,fluor,fluor_flg,otemp,otemp_flg,do2,do2_flg,ba,ba_flg,trans,trans_flg,osat,osat_flg,tide,ph,ph_flg,phrawv
2011-07-06T01:04:25Z,2011-07-05 17:04:25,1309914265,11.7957433754424,1,0.882855498705264,1,33.126815579211,1,4.5355916971917,1,11.36,1,107.02,1,0.441587636118774,1,82.7543318218826,1,38.62,1,3.27,NaN,9,NaN
2011-07-06T01:09:25Z,2011-07-05 17:09:25,1309914565,11.7692847125958,1,0.882366255245767,1,33.1299996141712,1,4.91752087912088,1,11.35,1,105.78,1,0.436989283054698,1,79.0351610906936,1,38.16,1,3.2,NaN,9,NaN
2011-07-06T01:14:25Z,2011-07-05 17:14:25,1309914865,11.7572550339989,1,0.88219503849832,1,33.1335343711525,1,4.91752087912088,1,11.38,1,125,1,0.437500162685324,1,79.4399687893264,1,45.12,1,3.13,NaN,9,NaN
2011-07-06T01:19:25Z,2011-07-05 17:19:25,1309915165,11.7492342012886,1,0.882048260844518,1,33.134590281743,1,4.60201416361416,1,11.37,1,104.17,1,0.440943533240505,1,82.223021717427,1,37.6,1,3.06,NaN,9,NaN
2011-07-06T01:24:25Z,2011-07-05 17:24:25,1309915465,11.8029577930677,1,0.883173523912636,1,33.1337090250781,1,4.45256361416361,1,11.35,1,102.57,1,0.441618204445335,1,82.7796323030471,1,37.01,1,2.99,NaN,9,NaN
2011-07-06T01:29:25Z,2011-07-05 17:29:25,1309915765,11.7781052795588,1,0.882733213667587,1,33.137473238797,1,4.40274676434676,1,11.35,1,105.44,1,0.441434654165283,1,82.6278294160598,1,38.04,1,2.92,NaN,9,NaN
2011-07-06T01:34:25Z,2011-07-05 17:34:25,1309916065,11.7556509344742,1,0.882341828789041,1,33.141143636486,1,4.18687374847375,1,11.29,1,105.23,1,0.443405394282201,1,84.2723606917556,1,37.92,1,2.92,NaN,9,NaN
2011-07-06T01:39:25Z,2011-07-05 17:39:25,1309916365,11.742014735488,1,0.882097212560348,1,33.1430826982304,1,3.87136703296703,1,11.28,1,105.08,1,0.442652006516905,1,83.6398486626419,1,37.86,1,2.86,NaN,9,NaN
2011-07-06T01:44:25Z,2011-07-05 17:44:25,1309916665,11.6930648991461,1,0.881094269811416,1,33.1448131591206,1,3.82155018315018,1,11.29,1,102.37,1,0.444747352059385,1,85.4108823441604,1,36.88,1,2.79,NaN,9,NaN
2011-07-06T01:49:25Z,2011-07-05 17:49:25,1309916965,11.6986836791347,1,0.881192122741483,1,33.143853844445,1,3.87136703296703,1,11.29,1,102.28,1,0.445249663744457,1,85.8409905239578,1,36.85,1,2.73,NaN,9,NaN
2011-07-06T01:54:25Z,2011-07-05 17:54:25,1309917265,11.6938676071849,1,0.881094267512903,1,33.1440958251419,1,3.77173333333333,1,11.33,1,102.98,1,0.446567259869622,1,86.9795121763626,1,37.14,1,2.73,NaN,9,NaN
2011-07-06T01:59:25Z,2011-07-05 17:59:25,1309917565,11.744421299506,1,0.882146136697014,1,33.1429812122576,1,3.82155018315018,1,11.3,1,102.67,1,0.445131699556497,1,85.7397885992996,1,37,1,2.62,NaN,9,NaN
2011-07-06T02:04:25Z,2011-07-05 18:04:25,1309917865,11.725969047504,1,0.881803680186058,1,33.1450881716289,1,3.95439511599512,1,11.32,1,104.43,1,0.445455766821807,1,86.0180938921096,1,37.65,1,2.62,NaN,9,NaN
2011-07-06T02:09:25Z,2011-07-05 18:09:25,1309918165,11.7283761144831,1,0.881779200277872,1,33.1419518165087,1,4.55219731379731,1,11.27,1,108.41,1,0.443854717459941,1,84.6518679092239,1,39.05,1,2.56,NaN,9,NaN
2011-07-06T02:14:25Z,2011-07-05 18:14:25,1309918465,11.7075123596304,1,0.881412278471349,1,33.1452246800013,1,4.00421196581197,1,11.22,1,101.73,1,0.443345331695181,1,84.2217597294265,1,36.6,1,2.51,NaN,9,NaN
2011-07-06T02:19:25Z,2011-07-05 18:19:25,1309918765,11.6681767848342,1,0.880800764496409,1,33.1547223018878,1,3.09090305250305,1,11.25,1,90.1,1,0.444361521630845,1,85.0819760890213,1,32.43,1,2.46,NaN,9,NaN
2011-07-06T02:24:25Z,2011-07-05 18:24:25,1309919065,11.5661314237126,1,0.87896616006689,1,33.1691018213375,1,2.49310085470086,1,11.17,1,98.43,1,0.446799692438107,1,87.181916025679,1,35.37,1,2.41,NaN,9,NaN
2011-07-06T02:29:25Z,2011-07-05 18:29:25,1309919365,11.7516405390661,1,0.883051342855009,1,33.1744068563147,1,2.02814358974359,1,11.07,1,90.76,1,0.447982503167651,1,88.2192357534256,1,32.55,1,2.37,NaN,9,NaN
